name,ticker,experiment,feature_family,feature,xgboost_feature_importance
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,sox_t_minus_1,0.05341079831123352
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,vix_t_minus_1,0.042065247893333435
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,us_rate_t_minus_1,0.05592896416783333
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,usd_krw_t_minus_1,0.04685987904667854
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,nasdaq_t_minus_3,0.053011778742074966
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,sox_t_minus_3,0.04550624266266823
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,vix_t_minus_3,0.04756898432970047
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,us_rate_t_minus_3,0.06038607284426689
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,usd_krw_t_minus_3,0.05247659236192703
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,nasdaq_t_minus_5,0.0527043379843235
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,sox_t_minus_5,0.061592165380716324
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,vix_t_minus_5,0.05515033379197121
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,us_rate_t_minus_5,0.047652434557676315
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,usd_krw_t_minus_5,0.0479242205619812
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_foreign_net_buy_value_t_minus_1,0.03774517774581909
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_institution_net_buy_value_t_minus_1,0.036316629499197006
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_foreign_net_buy_value_t_minus_3,0.04110383987426758
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_institution_net_buy_value_t_minus_3,0.0439215749502182
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_foreign_net_buy_value_t_minus_5,0.040844373404979706
samsung_electronics,005930,core_plus_domestic_alpha,core_macro+domestic_alpha,alpha_institution_net_buy_value_t_minus_5,0.03635905310511589
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,nasdaq_t_minus_1,0.025820346549153328
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,sox_t_minus_1,0.02677125111222267
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,vix_t_minus_1,0.02389095351099968
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_rate_t_minus_1,0.02475026622414589
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,usd_krw_t_minus_1,0.02405722253024578
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,nasdaq_t_minus_3,0.031174160540103912
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,sox_t_minus_3,0.026914574205875397
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,vix_t_minus_3,0.030011683702468872
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_rate_t_minus_3,0.044874224811792374
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,usd_krw_t_minus_3,0.03251318261027336
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,nasdaq_t_minus_5,0.03316483274102211
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,sox_t_minus_5,0.02683413214981556
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,vix_t_minus_5,0.031494200229644775
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_rate_t_minus_5,0.025250479578971863
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,usd_krw_t_minus_5,0.026167336851358414
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_10y_treasury_fred_t_minus_1,0.030045494437217712
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_10y_treasury_fred_t_minus_3,0.029987787827849388
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_10y_treasury_fred_t_minus_5,0.026077410206198692
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_2y_treasury_fred_t_minus_1,0.02651860937476158
samsung_electronics,005930,proposed_daily_extended,core_macro+rates+dollar+semi_etf,us_2y_treasury_fred_t_minus_3,0.027513708919286728
