date,smh
2010-12-31,16.264999389648438
2011-01-03,16.344999313354492
2011-01-04,16.354999542236328
2011-01-05,16.325000762939453
2011-01-06,16.44499969482422
2011-01-07,16.415000915527344
2011-01-10,16.459999084472656
2011-01-11,16.584999084472656
2011-01-12,16.760000228881836
2011-01-13,16.764999389648438
2011-01-14,17.204999923706055
2011-01-18,17.295000076293945
2011-01-19,17.06999969482422
2011-01-20,16.934999465942383
2011-01-21,16.8700008392334
2011-01-24,17.225000381469727
2011-01-25,17.125
2011-01-26,17.229999542236328
2011-01-27,17.565000534057617
2011-01-28,17.200000762939453
2011-01-31,17.204999923706055
2011-02-01,17.639999389648438
2011-02-02,17.68000030517578
2011-02-03,17.6200008392334
2011-02-04,17.905000686645508
2011-02-07,17.84000015258789
2011-02-08,17.825000762939453
2011-02-09,17.790000915527344
2011-02-10,17.8799991607666
2011-02-11,18.0
2011-02-14,18.094999313354492
2011-02-15,18.010000228881836
2011-02-16,18.145000457763672
2011-02-17,18.295000076293945
2011-02-18,18.280000686645508
2011-02-22,17.75
2011-02-23,17.489999771118164
2011-02-24,17.6299991607666
2011-02-25,18.010000228881836
2011-02-28,17.889999389648438
2011-03-01,17.600000381469727
2011-03-02,17.975000381469727
2011-03-03,18.344999313354492
2011-03-04,18.209999084472656
2011-03-07,17.700000762939453
2011-03-08,17.71500015258789
2011-03-09,17.190000534057617
2011-03-10,16.8700008392334
2011-03-11,16.975000381469727
2011-03-14,16.94499969482422
2011-03-15,16.674999237060547
2011-03-16,16.274999618530273
2011-03-17,16.489999771118164
2011-03-18,16.524999618530273
2011-03-21,16.850000381469727
2011-03-22,16.7549991607666
2011-03-23,16.959999084472656
2011-03-24,17.270000457763672
2011-03-25,17.28499984741211
2011-03-28,17.235000610351562
2011-03-29,17.3700008392334
2011-03-30,17.375
2011-03-31,17.295000076293945
2011-04-01,17.040000915527344
2011-04-04,16.90999984741211
2011-04-05,17.309999465942383
2011-04-06,17.530000686645508
2011-04-07,17.5049991607666
2011-04-08,17.440000534057617
2011-04-11,17.315000534057617
2011-04-12,16.975000381469727
2011-04-13,17.020000457763672
2011-04-14,17.03499984741211
2011-04-15,17.18000030517578
2011-04-18,16.950000762939453
2011-04-19,17.024999618530273
2011-04-20,17.825000762939453
2011-04-21,17.885000228881836
2011-04-25,17.950000762939453
2011-04-26,18.2549991607666
2011-04-27,18.375
2011-04-28,18.295000076293945
2011-04-29,18.344999313354492
2011-05-02,18.145000457763672
2011-05-03,18.059999465942383
2011-05-04,18.1200008392334
2011-05-05,18.190000534057617
2011-05-06,18.270000457763672
2011-05-09,18.170000076293945
2011-05-10,18.2549991607666
2011-05-11,18.190000534057617
2011-05-12,18.375
2011-05-13,18.239999771118164
2011-05-16,18.065000534057617
2011-05-17,17.829999923706055
2011-05-18,18.219999313354492
2011-05-19,18.065000534057617
2011-05-20,17.950000762939453
2011-05-23,17.600000381469727
2011-05-24,17.469999313354492
2011-05-25,17.575000762939453
2011-05-26,17.610000610351562
2011-05-27,17.665000915527344
2011-05-31,17.94499969482422
2011-06-01,17.385000228881836
2011-06-02,17.440000534057617
2011-06-03,17.079999923706055
2011-06-06,17.020000457763672
2011-06-07,17.135000228881836
2011-06-08,16.774999618530273
2011-06-09,16.825000762939453
2011-06-10,16.55500030517578
2011-06-13,16.424999237060547
2011-06-14,16.719999313354492
2011-06-15,16.420000076293945
2011-06-16,16.260000228881836
2011-06-17,16.15999984741211
2011-06-20,16.21500015258789
2011-06-21,16.56999969482422
2011-06-22,16.46500015258789
2011-06-23,16.700000762939453
2011-06-24,16.329999923706055
2011-06-27,16.5
2011-06-28,16.6299991607666
2011-06-29,16.600000381469727
2011-06-30,17.040000915527344
2011-07-01,17.385000228881836
2011-07-05,17.204999923706055
2011-07-06,17.190000534057617
2011-07-07,17.584999084472656
2011-07-08,17.325000762939453
2011-07-11,17.079999923706055
2011-07-12,16.549999237060547
2011-07-13,16.440000534057617
2011-07-14,16.229999542236328
2011-07-15,16.290000915527344
2011-07-18,16.145000457763672
2011-07-19,16.610000610351562
2011-07-20,16.489999771118164
2011-07-21,16.614999771118164
2011-07-22,16.895000457763672
2011-07-25,16.735000610351562
2011-07-26,16.790000915527344
2011-07-27,16.239999771118164
2011-07-28,16.149999618530273
2011-07-29,16.030000686645508
2011-08-01,16.03499984741211
2011-08-02,15.59000015258789
2011-08-03,15.739999771118164
2011-08-04,14.885000228881836
2011-08-05,14.699999809265137
2011-08-08,14.140000343322754
2011-08-09,14.59000015258789
2011-08-10,14.239999771118164
2011-08-11,14.774999618530273
2011-08-12,14.739999771118164
2011-08-15,14.970000267028809
2011-08-16,14.725000381469727
2011-08-17,14.680000305175781
2011-08-18,13.954999923706055
2011-08-19,13.675000190734863
2011-08-22,13.829999923706055
2011-08-23,14.364999771118164
2011-08-24,14.3149995803833
2011-08-25,13.949999809265137
2011-08-26,14.234999656677246
2011-08-29,14.6850004196167
2011-08-30,14.664999961853027
2011-08-31,14.579999923706055
2011-09-01,14.375
2011-09-02,14.03499984741211
2011-09-06,13.984999656677246
2011-09-07,14.420000076293945
2011-09-08,14.345000267028809
2011-09-09,14.260000228881836
2011-09-12,14.5649995803833
2011-09-13,14.8149995803833
2011-09-14,15.15999984741211
2011-09-15,15.380000114440918
2011-09-16,15.46500015258789
2011-09-19,15.354999542236328
2011-09-20,15.234999656677246
2011-09-21,14.954999923706055
2011-09-22,14.5600004196167
2011-09-23,14.859999656677246
2011-09-26,14.899999618530273
2011-09-27,15.210000038146973
2011-09-28,14.805000305175781
2011-09-29,14.6899995803833
2011-09-30,14.220000267028809
2011-10-03,13.84000015258789
2011-10-04,13.585000038146973
2011-10-05,14.010000228881836
2011-10-06,14.1899995803833
2011-10-07,14.300000190734863
2011-10-10,14.704999923706055
2011-10-11,14.710000038146973
2011-10-12,14.835000038146973
2011-10-13,15.15999984741211
2011-10-14,15.305000305175781
2011-10-17,15.0
2011-10-18,15.25
2011-10-19,15.119999885559082
2011-10-20,14.914999961853027
2011-10-21,15.324999809265137
2011-10-24,15.8100004196167
2011-10-25,15.654999732971191
2011-10-26,15.720000267028809
2011-10-27,16.2549991607666
2011-10-28,16.270000457763672
2011-10-31,15.869999885559082
2011-11-01,15.414999961853027
2011-11-02,15.404999732971191
