date,usd_krw
2019-02-01,1111.550048828125
2019-02-04,1118.300048828125
2019-02-05,1121.0999755859375
2019-02-06,1118.699951171875
2019-02-07,1121.6300048828125
2019-02-08,1123.75
2019-02-11,1122.8800048828125
2019-02-12,1125.02001953125
2019-02-13,1120.300048828125
2019-02-14,1123.719970703125
2019-02-15,1128.300048828125
2019-02-18,1125.31005859375
2019-02-19,1124.280029296875
2019-02-20,1121.4200439453125
2019-02-21,1121.719970703125
2019-02-22,1124.1500244140625
2019-02-25,1122.31005859375
2019-02-26,1117.199951171875
2019-02-27,1114.300048828125
2019-02-28,1115.0999755859375
2019-03-01,1124.219970703125
2019-03-04,1126.81005859375
2019-03-05,1128.1500244140625
2019-03-06,1126.199951171875
2019-03-07,1127.0
2019-03-08,1133.0699462890625
2019-03-11,1134.06005859375
2019-03-12,1130.77001953125
2019-03-13,1127.27001953125
2019-03-14,1129.5899658203125
2019-03-15,1135.4200439453125
2019-03-18,1132.72998046875
2019-03-19,1131.199951171875
2019-03-20,1129.719970703125
2019-03-21,1125.0
2019-03-22,1127.77001953125
2019-03-25,1135.1400146484375
2019-03-26,1133.8499755859375
2019-03-27,1133.9300537109375
2019-03-28,1138.5
2019-03-29,1134.3199462890625
2019-03-31,1136.699951171875
2019-04-01,1132.6700439453125
2019-04-02,1136.3900146484375
2019-04-03,1133.530029296875
2019-04-04,1134.300048828125
2019-04-07,1136.68994140625
2019-04-08,1141.1099853515625
2019-04-09,1140.0999755859375
2019-04-10,1135.9000244140625
2019-04-11,1140.989990234375
2019-04-14,1133.4300537109375
2019-04-15,1133.199951171875
2019-04-16,1135.699951171875
2019-04-17,1130.199951171875
2019-04-18,1136.1099853515625
2019-04-21,1134.5
2019-04-22,1140.0400390625
2019-04-23,1142.0
2019-04-24,1155.260009765625
2019-04-25,1159.0
2019-04-28,1157.72998046875
2019-04-29,1158.7900390625
2019-04-30,1163.260009765625
2019-05-01,1164.6700439453125
2019-05-02,1166.1099853515625
2019-05-05,1163.3299560546875
2019-05-06,1168.050048828125
2019-05-07,1171.300048828125
2019-05-08,1172.18994140625
2019-05-09,1179.18994140625
2019-05-12,1174.4200439453125
2019-05-13,1187.1800537109375
2019-05-14,1186.9300537109375
2019-05-15,1186.0400390625
2019-05-16,1190.489990234375
2019-05-19,1193.8299560546875
2019-05-20,1193.3299560546875
2019-05-22,1188.800048828125
2019-05-23,1188.800048828125
2019-05-26,1185.0
2019-05-27,1182.31005859375
2019-05-28,1187.5799560546875
2019-05-29,1192.2099609375
2019-05-30,1188.3800048828125
2019-06-02,1187.8699951171875
2019-06-03,1178.3499755859375
2019-06-04,1176.050048828125
2019-06-05,1178.739990234375
2019-06-06,1177.0
2019-06-09,1180.760009765625
2019-06-10,1182.0999755859375
2019-06-11,1177.97998046875
2019-06-12,1183.4300537109375
2019-06-13,1181.0799560546875
2019-06-16,1185.8900146484375
2019-06-17,1185.3499755859375
2019-06-18,1173.5799560546875
2019-06-19,1170.300048828125
2019-06-20,1157.2099609375
2019-06-23,1158.31005859375
2019-06-24,1152.469970703125
2019-06-25,1155.7099609375
2019-06-26,1152.5
2019-06-27,1155.510009765625
2019-06-30,1155.5999755859375
2019-07-01,1159.75
2019-07-02,1165.5799560546875
2019-07-03,1168.8699951171875
2019-07-04,1167.1300048828125
2019-07-07,1174.02001953125
2019-07-08,1179.8499755859375
2019-07-09,1181.47998046875
2019-07-10,1175.530029296875
2019-07-11,1174.0799560546875
2019-07-14,1176.4100341796875
2019-07-15,1178.4300537109375
2019-07-16,1177.8800048828125
2019-07-17,1178.68994140625
2019-07-18,1170.77001953125
2019-07-21,1175.1099853515625
2019-07-22,1174.760009765625
2019-07-23,1176.800048828125
2019-07-24,1176.550048828125
2019-07-25,1182.3900146484375
2019-07-28,1183.3499755859375
2019-07-29,1181.8499755859375
2019-07-30,1180.6500244140625
2019-07-31,1186.31005859375
2019-08-01,1194.75
2019-08-04,1203.93994140625
2019-08-05,1216.6500244140625
2019-08-06,1212.530029296875
2019-08-07,1212.22998046875
2019-08-08,1207.030029296875
2019-08-11,1213.199951171875
2019-08-12,1217.6300048828125
2019-08-13,1204.72998046875
2019-08-14,1215.6400146484375
2019-08-15,1211.5
2019-08-18,1207.489990234375
2019-08-19,1210.530029296875
2019-08-20,1205.280029296875
2019-08-21,1201.3199462890625
2019-08-22,1208.56005859375
2019-08-25,1212.6500244140625
2019-08-26,1210.72998046875
2019-08-27,1210.760009765625
2019-08-28,1211.3699951171875
2019-08-29,1207.1600341796875
2019-09-01,1209.1500244140625
2019-09-02,1212.77001953125
2019-09-03,1210.47998046875
2019-09-04,1202.68994140625
2019-09-05,1196.0
2019-09-08,1191.6199951171875
2019-09-09,1190.8599853515625
2019-09-10,1189.5
2019-09-11,1189.800048828125
2019-09-12,1180.75
2019-09-15,1178.719970703125
2019-09-16,1183.2900390625
2019-09-17,1185.6500244140625
2019-09-18,1189.550048828125
2019-09-19,1193.8599853515625
2019-09-22,1193.1300048828125
2019-09-23,1193.010009765625
2019-09-24,1193.93994140625
2019-09-25,1197.8900146484375
2019-09-26,1198.6300048828125
2019-09-29,1201.9100341796875
2019-09-30,1198.0
2019-10-01,1201.68994140625
2019-10-02,1203.5699462890625
2019-10-03,1200.0799560546875
2019-10-06,1191.3299560546875
2019-10-07,1195.760009765625
2019-10-08,1198.3699951171875
2019-10-09,1196.780029296875
2019-10-10,1188.81005859375
2019-10-13,1182.489990234375
2019-10-14,1182.300048828125
2019-10-15,1183.9300537109375
2019-10-16,1184.8299560546875
2019-10-17,1177.27001953125
2019-10-20,1178.0799560546875
2019-10-21,1171.4000244140625
2019-10-22,1171.260009765625
2019-10-23,1169.699951171875
2019-10-24,1174.25
2019-10-28,1170.8199462890625
2019-10-29,1166.760009765625
2019-10-30,1165.75
2019-10-31,1163.699951171875
2019-11-01,1168.550048828125
2019-11-04,1163.800048828125
2019-11-05,1161.81005859375
2019-11-06,1155.199951171875
2019-11-07,1160.0799560546875
2019-11-08,1158.5999755859375
2019-11-11,1158.5999755859375
2019-11-12,1163.9000244140625
2019-11-13,1164.949951171875
2019-11-14,1169.8599853515625
2019-11-15,1167.52001953125
2019-11-18,1162.3299560546875
2019-11-19,1165.68994140625
2019-11-20,1165.8199462890625
2019-11-21,1168.260009765625
2019-11-22,1175.22998046875
2019-11-25,1179.489990234375
2019-11-26,1172.4100341796875
2019-11-27,1172.5999755859375
2019-11-28,1175.3599853515625
2019-11-29,1177.010009765625
2019-12-02,1181.469970703125
2019-12-03,1183.7900390625
2019-12-04,1187.6300048828125
2019-12-05,1189.4599609375
2019-12-06,1187.97998046875
2019-12-09,1186.1099853515625
2019-12-10,1188.6800537109375
2019-12-11,1189.0699462890625
2019-12-12,1187.9300537109375
2019-12-13,1169.5899658203125
2019-12-16,1172.530029296875
2019-12-17,1167.4599609375
2019-12-18,1162.780029296875
2019-12-19,1164.3599853515625
2019-12-20,1161.06005859375
2019-12-23,1159.300048828125
2019-12-24,1161.5699462890625
2019-12-25,1162.22998046875
2019-12-26,1159.75
2019-12-27,1161.199951171875
2019-12-30,1160.6800537109375
2019-12-31,1156.3499755859375
2020-01-01,1153.75
2020-01-02,1153.969970703125
2020-01-03,1157.1500244140625
2020-01-06,1165.8499755859375
2020-01-07,1167.4200439453125
2020-01-08,1166.4599609375
2020-01-09,1161.260009765625
2020-01-10,1157.81005859375
2020-01-13,1156.9300537109375
2020-01-14,1153.93994140625
2020-01-15,1157.050048828125
2020-01-16,1156.780029296875
2020-01-17,1158.77001953125
2020-01-20,1160.3599853515625
2020-01-21,1157.5699462890625
2020-01-22,1168.739990234375
2020-01-23,1163.72998046875
2020-01-24,1167.5999755859375
2020-01-27,1169.1500244140625
2020-01-28,1176.72998046875
2020-01-29,1174.280029296875
2020-01-30,1178.0799560546875
2020-01-31,1187.1199951171875
2020-02-03,1194.8699951171875
2020-02-04,1189.3599853515625
2020-02-05,1182.47998046875
2020-02-06,1183.4599609375
2020-02-07,1184.25
2020-02-10,1191.0899658203125
2020-02-11,1185.6300048828125
2020-02-12,1180.719970703125
2020-02-13,1177.9599609375
2020-02-14,1183.469970703125
2020-02-17,1182.1800537109375
2020-02-18,1183.81005859375
2020-02-19,1189.9300537109375
2020-02-20,1191.3699951171875
2020-02-21,1204.4000244140625
2020-02-24,1205.77001953125
2020-02-25,1217.6500244140625
2020-02-26,1214.550048828125
2020-02-27,1211.3599853515625
2020-02-28,1211.31005859375
2020-03-02,1200.0999755859375
2020-03-03,1188.280029296875
2020-03-04,1186.3399658203125
2020-03-05,1183.6800537109375
2020-03-06,1187.469970703125
2020-03-09,1187.699951171875
2020-03-10,1199.9599609375
2020-03-11,1184.699951171875
2020-03-12,1189.3900146484375
2020-03-13,1209.969970703125
2020-03-16,1210.800048828125
2020-03-17,1232.0400390625
2020-03-18,1237.989990234375
2020-03-19,1255.3499755859375
2020-03-20,1256.8800048828125
2020-03-23,1253.949951171875
2020-03-24,1262.9300537109375
2020-03-25,1228.5999755859375
2020-03-26,1231.0799560546875
2020-03-27,1212.18994140625
2020-03-29,1211.6300048828125
2020-03-30,1222.699951171875
2020-03-31,1216.6600341796875
2020-04-01,1234.72998046875
2020-04-02,1226.8499755859375
2020-04-05,1235.800048828125
2020-04-06,1223.0999755859375
2020-04-07,1215.31005859375
2020-04-08,1214.75
