date,Open,High,Low,Close,Volume,Adj Close
2010-12-31,18.483333587646484,18.566667556762695,18.453332901000977,18.566667556762695,53700,15.729803085327148
2011-01-03,18.656667709350586,18.889999389648438,18.6200008392334,18.666667938232422,343500,15.814525604248047
2011-01-04,18.75666618347168,18.843332290649414,18.53333282470703,18.713333129882812,273900,15.854052543640137
2011-01-05,18.60333251953125,18.793333053588867,18.56333351135254,18.773332595825195,137700,15.904887199401855
2011-01-06,18.876667022705078,19.143333435058594,18.843332290649414,19.110000610351562,978300,16.19011878967285
2011-01-07,19.163333892822266,19.246667861938477,18.863332748413086,19.163333892822266,4041300,16.23529815673828
2011-01-10,19.106666564941406,19.40333366394043,19.07666778564453,19.3700008392334,768600,16.41038703918457
2011-01-11,19.479999542236328,19.479999542236328,19.31999969482422,19.420000076293945,132300,16.4527530670166
2011-01-12,19.549999237060547,19.809999465942383,19.43666648864746,19.799999237060547,459000,16.774682998657227
2011-01-13,19.816667556762695,19.8799991607666,19.700000762939453,19.81333351135254,687900,16.785991668701172
2011-01-14,19.866666793823242,20.343332290649414,19.866666793823242,20.34000015258789,1652100,17.23218536376953
2011-01-18,20.26333236694336,20.34000015258789,20.15999984741211,20.28333282470703,741600,17.184173583984375
2011-01-19,20.10333251953125,20.123332977294922,19.74333381652832,19.793333053588867,2770800,16.769041061401367
2011-01-20,19.633333206176758,19.633333206176758,19.30666732788086,19.59000015258789,1370700,16.596778869628906
2011-01-21,19.74333381652832,19.770000457763672,19.413333892822266,19.450000762939453,276000,16.47817039489746
2011-01-24,19.520000457763672,19.90999984741211,19.5,19.899999618530273,1881300,16.859405517578125
2011-01-25,19.850000381469727,19.8799991607666,19.633333206176758,19.760000228881836,381900,16.740798950195312
2011-01-26,19.84000015258789,19.983333587646484,19.719999313354492,19.920000076293945,422100,16.876352310180664
2011-01-27,20.06333351135254,20.356666564941406,20.06333351135254,20.309999465942383,294000,17.206768035888672
2011-01-28,20.363332748413086,20.39666748046875,19.649999618530273,19.753332138061523,464100,16.735151290893555
2011-01-31,19.760000228881836,19.92333221435547,19.393333435058594,19.829999923706055,179100,16.800098419189453
2011-02-01,20.010000228881836,20.426666259765625,20.010000228881836,20.323333740234375,1026000,17.218055725097656
2011-02-02,20.253332138061523,20.520000457763672,20.209999084472656,20.43000030517578,446100,17.308425903320312
