name,ticker,recipe,params,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,pred_down_share,pred_up_share,min_predicted_class_share,passed_prediction_balance,roc_auc,cm_down_down,cm_down_up,cm_up_down,cm_up_up,precision_down,recall_down,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
sk_hynix,000660,technical_domestic_alpha,depth2_fast,validation,146,0.4383561643835616,0.5060240963855421,0.3147893772893773,0.27492912338802744,1.5509102384376392,0.9931506849315068,0.00684931506849315,0.00684931506849315,False,0.5278255880665519,63,0,82,1,0.43448275862068964,1.0,1.0,0.012048192771084338,0.01775535303056095,0.1360634081902245,0.11830805515966356
sk_hynix,000660,technical_domestic_alpha,depth3_conservative,validation,146,0.4657534246575342,0.5243832472748136,0.38813668600902645,0.35828409422113877,1.1117754997100482,0.9246575342465754,0.07534246575342465,0.07534246575342465,False,0.552686938229107,60,3,75,8,0.4444444444444444,0.9523809523809523,0.7272727272727273,0.0963855421686747,0.016274105323364402,0.046689579906124386,0.030415474582759984
sk_hynix,000660,technical_domestic_alpha,baseline_depth3_unweighted,validation,146,0.4657534246575342,0.5301204819277109,0.36564171122994654,0.3311204307376749,1.5920023079798729,0.9657534246575342,0.03424657534246575,0.03424657534246575,False,0.535475234270415,63,0,78,5,0.44680851063829785,1.0,1.0,0.060240963855421686,0.015598195827832936,0.10224879717942362,0.08665060135159068
sk_hynix,000660,technical_domestic_alpha,depth2_fast_unweighted,validation,146,0.4383561643835616,0.5060240963855421,0.3147893772893773,0.27492912338802744,1.5509102384376392,0.9931506849315068,0.00684931506849315,0.00684931506849315,False,0.5278255880665519,63,0,82,1,0.43448275862068964,1.0,1.0,0.012048192771084338,0.01775535303056095,0.1360634081902245,0.11830805515966356
sk_hynix,000660,technical_domestic_alpha,depth3_regularized_unweighted,validation,146,0.4726027397260274,0.536144578313253,0.37776055792328556,0.34448259939600767,1.3123326523410817,0.958904109589041,0.0410958904109589,0.0410958904109589,False,0.5125262956588258,63,0,77,6,0.45,1.0,1.0,0.07228915662650602,0.015154055956761904,0.09817029394581595,0.08301623798905404
sk_hynix,000660,technical_domestic_alpha,depth4_slow_unweighted,validation,146,0.4726027397260274,0.536144578313253,0.37776055792328556,0.34448259939600767,1.4073595185651844,0.958904109589041,0.0410958904109589,0.0410958904109589,False,0.5387263339070567,63,0,77,6,0.45,1.0,1.0,0.07228915662650602,0.015154055956761904,0.09817029394581595,0.08301623798905404
sk_hynix,000660,technical_domestic_alpha,depth3_conservative,test,177,0.4576271186440678,0.4835294117647059,0.45257731958762887,0.44455705049799055,0.8646298000115114,0.672316384180791,0.327683615819209,0.327683615819209,True,0.490718954248366,49,26,70,32,0.4117647058823529,0.6533333333333333,0.5517241379310345,0.3137254901960784,0.014108653354151866,0.006361836526217275,-0.007746816827934592
sk_hynix,000660,technical_domestic_alpha,depth3_conservative,recent_regime,258,0.38372093023255816,0.5256410256410257,0.3693095336930953,0.3316181888975772,0.9926923579434211,0.8488372093023255,0.1511627906976744,0.1511627906976744,True,0.5032051282051282,69,9,150,30,0.3150684931506849,0.8846153846153846,0.7692307692307693,0.16666666666666666,0.04975493989993012,0.04849534820592269,-0.0012595916940074323
sk_hynix,000660,technical_rates_dollar,baseline_depth3,validation,146,0.4657534246575342,0.5301204819277109,0.36564171122994654,0.3311204307376749,1.9932167529487097,0.9657534246575342,0.03424657534246575,0.03424657534246575,False,0.5096576783323772,63,0,78,5,0.44680851063829785,1.0,1.0,0.060240963855421686,0.015321118501890791,0.11006237777099215,0.09474125926910136
sk_hynix,000660,technical_rates_dollar,shallow_regularized,validation,146,0.4726027397260274,0.536144578313253,0.37776055792328556,0.34448259939600767,1.505132259939697,0.958904109589041,0.0410958904109589,0.0410958904109589,False,0.5312679288582903,63,0,77,6,0.45,1.0,1.0,0.07228915662650602,0.015154055956761904,0.09817029394581595,0.08301623798905404
