name,ticker,lag_days,model,split,class_id,class_name,feature,mean_abs_shap
nvidia,NVDA,5,random_forest,test,0,down,us_rate_t_minus_5,0.0567309026764619
nvidia,NVDA,5,random_forest,test,0,down,nasdaq_t_minus_5,0.0557772142565486
nvidia,NVDA,5,random_forest,test,0,down,vix_t_minus_5,0.033591997386315416
nvidia,NVDA,5,random_forest,test,1,neutral,usd_krw_t_minus_5,0.07280553393481477
nvidia,NVDA,5,random_forest,test,1,neutral,sox_t_minus_5,0.02722394212527234
nvidia,NVDA,5,random_forest,test,1,neutral,vix_t_minus_5,0.026613295413217757
nvidia,NVDA,5,random_forest,test,1,neutral,us_rate_t_minus_5,0.023720630566094112
nvidia,NVDA,5,random_forest,test,1,neutral,nasdaq_t_minus_5,0.008114756991962568
nvidia,NVDA,5,random_forest,test,2,up,sox_t_minus_5,0.09322796744374787
nvidia,NVDA,5,random_forest,test,2,up,nasdaq_t_minus_5,0.05130121739380683
nvidia,NVDA,5,random_forest,test,2,up,us_rate_t_minus_5,0.033010272110367826
nvidia,NVDA,5,random_forest,test,2,up,vix_t_minus_5,0.012268755602729178
nvidia,NVDA,5,random_forest,test,2,up,usd_krw_t_minus_5,0.010561373673464802
nvidia,NVDA,5,ann,test,0,down,sox_t_minus_5,0.07905302409321105
nvidia,NVDA,5,ann,test,0,down,us_rate_t_minus_5,0.03897297617023142
nvidia,NVDA,5,ann,test,0,down,usd_krw_t_minus_5,0.01790540100048765
nvidia,NVDA,5,ann,test,0,down,nasdaq_t_minus_5,0.015720285326939178
nvidia,NVDA,5,ann,test,0,down,vix_t_minus_5,0.009339559335527966
nvidia,NVDA,5,ann,test,1,neutral,usd_krw_t_minus_5,0.04838911707496191
nvidia,NVDA,5,ann,test,1,neutral,nasdaq_t_minus_5,0.04338765063280654
nvidia,NVDA,5,ann,test,1,neutral,sox_t_minus_5,0.02692711258173803
nvidia,NVDA,5,ann,test,1,neutral,us_rate_t_minus_5,0.01688168052450547
nvidia,NVDA,5,ann,test,1,neutral,vix_t_minus_5,0.007966309171280876
nvidia,NVDA,5,ann,test,2,up,sox_t_minus_5,0.05496773217861338
nvidia,NVDA,5,ann,test,2,up,us_rate_t_minus_5,0.03349275004820233
nvidia,NVDA,5,ann,test,2,up,usd_krw_t_minus_5,0.030483716074474206
nvidia,NVDA,5,ann,test,2,up,nasdaq_t_minus_5,0.02766736530586746
nvidia,NVDA,5,ann,test,2,up,vix_t_minus_5,0.002809241433143746
nvidia,NVDA,5,logistic_regression,test,0,down,sox_t_minus_5,0.468067393219327
nvidia,NVDA,5,logistic_regression,test,0,down,us_rate_t_minus_5,0.319704581683923
nvidia,NVDA,5,logistic_regression,test,0,down,nasdaq_t_minus_5,0.10661285513301581
nvidia,NVDA,5,logistic_regression,test,0,down,usd_krw_t_minus_5,0.057457294285215135
nvidia,NVDA,5,logistic_regression,test,0,down,vix_t_minus_5,0.007477730965336155
nvidia,NVDA,5,logistic_regression,test,1,neutral,sox_t_minus_5,0.24950131256022975
nvidia,NVDA,5,logistic_regression,test,1,neutral,us_rate_t_minus_5,0.16364989884711328
nvidia,NVDA,5,logistic_regression,test,1,neutral,nasdaq_t_minus_5,0.07630954028982699
nvidia,NVDA,5,logistic_regression,test,1,neutral,vix_t_minus_5,0.020171215051685988
nvidia,NVDA,5,logistic_regression,test,1,neutral,usd_krw_t_minus_5,0.007536501734428369
nvidia,NVDA,5,logistic_regression,test,2,up,sox_t_minus_5,0.21856608065909716
nvidia,NVDA,5,logistic_regression,test,2,up,us_rate_t_minus_5,0.15605468283680976
nvidia,NVDA,5,logistic_regression,test,2,up,usd_krw_t_minus_5,0.049920792550786776
nvidia,NVDA,5,logistic_regression,test,2,up,nasdaq_t_minus_5,0.03030331484318883
nvidia,NVDA,5,logistic_regression,test,2,up,vix_t_minus_5,0.012741878946346746
samsung_electronics,005930,1,svm,test,0,down,sox_t_minus_1,0.01352208322907483
samsung_electronics,005930,1,svm,test,0,down,usd_krw_t_minus_1,0.012199723811513073
samsung_electronics,005930,1,svm,test,0,down,us_rate_t_minus_1,0.0076437481928694
samsung_electronics,005930,1,svm,test,0,down,nasdaq_t_minus_1,0.00486552023374151
samsung_electronics,005930,1,svm,test,0,down,vix_t_minus_1,0.0031143463508253684
samsung_electronics,005930,1,svm,test,1,neutral,us_rate_t_minus_1,0.009265611122991001
samsung_electronics,005930,1,svm,test,1,neutral,nasdaq_t_minus_1,0.0047680839737193805
samsung_electronics,005930,1,svm,test,1,neutral,vix_t_minus_1,0.004463300896159421
samsung_electronics,005930,1,svm,test,1,neutral,usd_krw_t_minus_1,0.004332701734300976
samsung_electronics,005930,1,svm,test,1,neutral,sox_t_minus_1,0.002202611660494416
samsung_electronics,005930,1,svm,test,2,up,usd_krw_t_minus_1,0.016266567194879674
samsung_electronics,005930,1,svm,test,2,up,us_rate_t_minus_1,0.013586512279673422
samsung_electronics,005930,1,svm,test,2,up,sox_t_minus_1,0.013215587179527477
samsung_electronics,005930,1,svm,test,2,up,vix_t_minus_1,0.007577647246984748
samsung_electronics,005930,1,svm,test,2,up,nasdaq_t_minus_1,0.005813656847016273
samsung_electronics,005930,1,decision_tree,test,0,down,sox_t_minus_1,0.45981841549418634
samsung_electronics,005930,1,decision_tree,test,0,down,usd_krw_t_minus_1,0.09710403857414715
samsung_electronics,005930,1,decision_tree,test,0,down,nasdaq_t_minus_1,0.08251099805644403
samsung_electronics,005930,1,decision_tree,test,0,down,us_rate_t_minus_1,0.07224248436748434
samsung_electronics,005930,1,decision_tree,test,0,down,vix_t_minus_1,0.03643908538830322
samsung_electronics,005930,1,decision_tree,test,1,neutral,sox_t_minus_1,0.12202971587514513
samsung_electronics,005930,1,decision_tree,test,1,neutral,nasdaq_t_minus_1,0.05566756924984064
samsung_electronics,005930,1,decision_tree,test,1,neutral,us_rate_t_minus_1,0.04350339475339479
samsung_electronics,005930,1,decision_tree,test,1,neutral,vix_t_minus_1,0.034070333285446126
samsung_electronics,005930,1,decision_tree,test,1,neutral,usd_krw_t_minus_1,0.03304566910545166
samsung_electronics,005930,1,decision_tree,test,2,up,sox_t_minus_1,0.3377886996190413
samsung_electronics,005930,1,decision_tree,test,2,up,nasdaq_t_minus_1,0.1381785673062847
samsung_electronics,005930,1,decision_tree,test,2,up,usd_krw_t_minus_1,0.06957845928226364
samsung_electronics,005930,1,decision_tree,test,2,up,vix_t_minus_1,0.051583508064843867
samsung_electronics,005930,1,decision_tree,test,2,up,us_rate_t_minus_1,0.028739089614089615
samsung_electronics,005930,1,random_forest,test,0,down,sox_t_minus_1,0.16565252630247074
samsung_electronics,005930,1,random_forest,test,0,down,nasdaq_t_minus_1,0.08079475957919793
samsung_electronics,005930,1,random_forest,test,0,down,usd_krw_t_minus_1,0.05452554090132551
samsung_electronics,005930,1,random_forest,test,0,down,us_rate_t_minus_1,0.02243536930520304
samsung_electronics,005930,1,random_forest,test,0,down,vix_t_minus_1,0.019981451461616485
samsung_electronics,005930,1,random_forest,test,1,neutral,nasdaq_t_minus_1,0.05337353384950142
samsung_electronics,005930,1,random_forest,test,1,neutral,vix_t_minus_1,0.03237302512611222
samsung_electronics,005930,1,random_forest,test,1,neutral,usd_krw_t_minus_1,0.019446265090461472
samsung_electronics,005930,1,random_forest,test,1,neutral,sox_t_minus_1,0.008508957686532367
samsung_electronics,005930,1,random_forest,test,1,neutral,us_rate_t_minus_1,0.007443078087266504
samsung_electronics,005930,1,random_forest,test,2,up,sox_t_minus_1,0.1611909475385523
samsung_electronics,005930,1,random_forest,test,2,up,usd_krw_t_minus_1,0.04100104022779032
