name,ticker,recipe,feature_family,params,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,roc_auc_ovr_weighted,cm_down_down,cm_down_neutral,cm_down_up,cm_neutral_down,cm_neutral_neutral,cm_neutral_up,cm_up_down,cm_up_neutral,cm_up_up,precision_down,recall_down,precision_neutral,recall_neutral,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_neutral,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth2_fast,validation,259,0.33204633204633205,0.35253793825222396,0.3111654300441486,0.3067214291470584,1.2168598993301483,0.5248678136876895,42,25,3,56,33,9,52,28,11,0.28,0.6,0.38372093023255816,0.336734693877551,0.4782608695652174,0.12087912087912088,0.02001704179640854,0.02134477548833024,0.04870754137880672,0.028690499582398183
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth3_conservative,validation,259,0.2702702702702703,0.3087912087912088,0.22310865819317807,0.20971609180909875,1.2708956981684918,0.51458013026336,51,14,5,79,14,5,69,17,5,0.2562814070351759,0.7285714285714285,0.3111111111111111,0.14285714285714285,0.3333333333333333,0.054945054945054944,0.022659041515678158,0.025863816373340055,0.019030627649998702,-0.0036284138656794557
nvidia,NVDA,technical_semi_etf,technical+semi_etf,baseline_depth3_unweighted,validation,259,0.3166023166023166,0.3419675562532705,0.2841243972477226,0.27712283573260976,1.2842473501931355,0.5133317656609582,45,24,1,63,30,5,55,29,7,0.27607361963190186,0.6428571428571429,0.3614457831325301,0.30612244897959184,0.5384615384615384,0.07692307692307693,0.01980371131691718,0.02273299687680981,0.06489513290288623,0.04509142158596905
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth2_fast_unweighted,validation,259,0.3204633204633205,0.32736787022501307,0.30095696470170524,0.3001170876346192,1.2178404126745228,0.49865493266114386,31,34,5,47,41,10,36,44,11,0.2719298245614035,0.44285714285714284,0.3445378151260504,0.41836734693877553,0.4230769230769231,0.12087912087912088,0.01814699325532973,0.024334053596333328,0.03822964631149925,0.02008265305616952
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth3_regularized_unweighted,validation,259,0.30115830115830117,0.3250654107796965,0.2800479079970913,0.27392034833051165,1.2684020535997447,0.5002956594571502,42,22,6,63,26,9,56,25,10,0.2608695652173913,0.6,0.3561643835616438,0.2653061224489796,0.4,0.10989010989010989,0.020979743678125714,0.024655278446849317,0.03123625417487983,0.010256510496754117
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth4_slow_unweighted,validation,259,0.3204633204633205,0.3475143903715332,0.29520145876569437,0.287253960125489,1.2629115050407342,0.5153787327700372,46,21,3,62,27,9,53,28,10,0.2857142857142857,0.6571428571428571,0.35526315789473684,0.2755102040816326,0.45454545454545453,0.10989010989010989,0.018650214339272043,0.02642247320268364,0.04307672459743094,0.0244265102581589
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth2_fast,test,260,0.28846153846153844,0.32212982212982216,0.19211002533478103,0.17084774075002088,1.4766641220137942,0.479037735587298,68,10,0,67,7,0,94,14,0,0.29694323144104806,0.8717948717948718,0.22580645161290322,0.0945945945945946,0.0,0.0,0.021788899133531006,0.03314499091697904,,
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth2_fast,recent_regime,341,0.2844574780058651,0.3301913083867971,0.180434037692747,0.16560685054706903,1.3468837907740387,0.45556356675077425,88,6,1,140,8,0,89,8,1,0.277602523659306,0.9263157894736842,0.36363636363636365,0.05405405405405406,0.5,0.01020408163265306,0.008298585921064753,0.014834493275204018,-0.018878668938423947,-0.0271772548594887
nvidia,NVDA,technical_monthly_industry,technical+monthly_industry,baseline_depth3,validation,259,0.3552123552123552,0.39026687598116166,0.3349903140999031,0.32432151952699895,1.2627017721608167,0.5412716398741244,53,9,8,66,19,13,51,20,20,0.31176470588235294,0.7571428571428571,0.3958333333333333,0.19387755102040816,0.4878048780487805,0.21978021978021978,0.016684006288692172,0.030770934333425256,0.04012669502654035,0.023442688737848178
nvidia,NVDA,technical_monthly_industry,technical+monthly_industry,shallow_regularized,validation,259,0.33204633204633205,0.37530088958660385,0.296474358974359,0.2806912681912682,1.2095277761810919,0.5437264016456564,57,9,4,76,9,13,57,14,20,0.3,0.8142857142857143,0.28125,0.09183673469387756,0.5405405405405406,0.21978021978021978,0.01981852211878401,0.016918326153480188,0.04463715604567319,0.024818633926889183
