날짜,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2024-12-01,757883.0,64927.0,64927.0,79073.0,77544.0,75761.0,1783.0,5145319.0,1123399.0,4021921.0,3916876.0,105045.0,8975.0,220223.0,-118679.0,-27811.0,150855.0,69367.0,193302.0,8.57,10.23,9.03,7.1,27.93,41772.84,1115.0,10.75,57981.0,0.92,363.0,0.68,32.4,5969782550.0
2025-03-01,791405.0,66853.0,66853.0,91516.0,82229.0,80284.0,1945.0,5163767.0,1097625.0,4066143.0,3958611.0,107532.0,8975.0,165809.0,-64312.0,-113417.0,121279.0,44529.0,111439.0,8.45,10.39,9.24,7.28,26.99,42056.84,1186.0,11.2,59059.0,0.98,365.0,0.63,30.48,5919637922.0
2025-06-01,745663.0,46761.0,46761.0,57561.0,51164.0,49340.0,1824.0,5048752.0,1053132.0,3995620.0,3886941.0,108678.0,8975.0,173601.0,-177423.0,-34067.0,130354.0,43247.0,140297.0,6.27,6.86,7.95,6.3,26.36,42340.19,733.0,13.36,58135.0,1.03,367.0,0.61,49.73,5919637922.0
2025-09-01,860617.0,121661.0,121661.0,135456.0,122257.0,120065.0,2193.0,5236596.0,1101581.0,4135015.0,4020011.0,115004.0,8975.0,225745.0,-133477.0,-41877.0,108095.0,117650.0,166723.0,14.14,14.21,8.37,6.57,26.64,43418.06,1783.0,17.42,60632.0,1.38,370.0,0.44,20.43,5919637922.0
2025-12-01,938374.0,200737.0,200737.0,210282.0,196417.0,192921.0,3497.0,5669421.0,1306218.0,4363203.0,4243133.0,120071.0,8975.0,287997.0,-309910.0,54581.0,115493.0,172504.0,252391.0,21.39,20.93,10.85,8.36,29.94,45296.17,2864.0,18.27,63997.0,1.87,566.0,0.47,19.46,5919637922.0
2026-03-01,1171336.0,,381166.0,440332.0,314258.0,356820.0,,,,,,,,,,,,,,32.54,26.83,,,,,5298.0,,,,,,,
2026-06-01,1597571.0,,809243.0,892299.0,663468.0,699194.0,,,,,,,,,,,,,,50.65,41.53,,,,,10515.0,,,,,,,
2026-09-01,1803870.0,,943970.0,1067818.0,771100.0,834271.0,,,,,,,,,,,,,,52.33,42.75,,,,,12548.0,,,,,,,
