name,ticker,experiment,feature_family,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,roc_auc_ovr_weighted,cm_down_down,cm_down_neutral,cm_down_up,cm_neutral_down,cm_neutral_neutral,cm_neutral_up,cm_up_down,cm_up_neutral,cm_up_up,precision_down,recall_down,precision_neutral,recall_neutral,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_neutral,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
nvidia,NVDA,technical_baseline_xgboost,technical,validation,259,0.2972972972972973,0.28424908424908424,0.28225235714448776,0.2944578027791506,1.198286807762359,0.4835956186887865,12,37,21,34,42,22,28,40,23,0.16216216216216217,0.17142857142857143,0.35294117647058826,0.42857142857142855,0.3484848484848485,0.25274725274725274,0.028353729021899376,0.024982704791429933,0.013444887808629088,-0.014908841213270288
nvidia,NVDA,technical_baseline_xgboost,technical,test,260,0.25769230769230766,0.2654898488231822,0.25629899480537005,0.25474980150389986,1.1969598241268449,0.475663142036232,16,31,31,25,28,21,43,42,23,0.19047619047619047,0.20512820512820512,0.27722772277227725,0.3783783783783784,0.30666666666666664,0.21296296296296297,0.04021474174073897,0.023408122130234493,0.0036652530483892542,-0.03654948869234972
nvidia,NVDA,technical_baseline_xgboost,technical,recent_regime,341,0.3225806451612903,0.3101866635701222,0.31047375126322496,0.32436176231515024,1.1808472099512703,0.5040584362069763,25,44,26,32,58,58,33,38,27,0.2777777777777778,0.2631578947368421,0.4142857142857143,0.3918918918918919,0.24324324324324326,0.2755102040816326,0.012069828952706382,0.00610991240675635,0.008807035211402735,-0.003262793741303647
nvidia,NVDA,core_only_xgboost,core_macro,validation,259,0.2548262548262548,0.3129251700680272,0.1420140098301018,0.11714849645884129,2.0252423907875707,0.5895774878694133,65,5,0,97,1,0,87,4,0,0.26104417670682734,0.9285714285714286,0.1,0.01020408163265306,0.0,0.0,0.02436981164641032,-0.010960268678593362,,
nvidia,NVDA,core_only_xgboost,core_macro,test,260,0.3,0.3333333333333333,0.15568862275449102,0.14011976047904193,2.572636205461191,0.4397592598838191,78,0,0,74,0,0,104,4,0,0.3046875,1.0,0.0,0.0,0.0,0.0,0.02089667892476458,0.16690070381630465,,
nvidia,NVDA,core_only_xgboost,core_macro,recent_regime,341,0.2844574780058651,0.3265291607396871,0.18348012463752453,0.17173211943107206,1.7684367953485003,0.4543689662173515,86,9,0,137,11,0,80,18,0,0.2838283828382838,0.9052631578947369,0.2894736842105263,0.07432432432432433,0.0,0.0,0.0057351969200842975,0.031091804851832237,,
samsung_electronics,005930,technical_baseline_xgboost,technical,validation,253,0.2924901185770751,0.28611111111111115,0.2831365257107831,0.30347476128793394,1.205415160097591,0.4751776252657822,21,11,31,40,39,41,24,32,14,0.24705882352941178,0.3333333333333333,0.47560975609756095,0.325,0.16279069767441862,0.2,0.0028891867779241615,0.013007141241878227,-0.004151428788094509,-0.007040615566018671
samsung_electronics,005930,technical_baseline_xgboost,technical,test,254,0.41338582677165353,0.41527215474583895,0.4110964594978357,0.41366044770050087,1.1375239233383698,0.5663518391278721,40,26,34,23,28,27,18,21,37,0.49382716049382713,0.4,0.37333333333333335,0.358974358974359,0.37755102040816324,0.4868421052631579,-0.01411272061639493,-0.00399915343889345,0.002713648549097408,0.01682636916549234
samsung_electronics,005930,technical_baseline_xgboost,technical,recent_regime,330,0.37272727272727274,0.35914437993718473,0.3515675271230827,0.3877070366969357,1.162341158504781,0.5416273870505003,27,21,28,28,25,26,67,37,71,0.22131147540983606,0.35526315789473684,0.30120481927710846,0.31645569620253167,0.568,0.4057142857142857,0.019730488477112486,0.025392031223186565,0.03450926057758629,0.014778772100473805
samsung_electronics,005930,core_only_xgboost,core_macro,validation,253,0.2490118577075099,0.30066137566137563,0.17467601153650056,0.16779943330536948,1.908941044072147,0.4858782899710236,50,13,0,107,13,0,59,11,0,0.23148148148148148,0.7936507936507936,0.35135135135135137,0.10833333333333334,0.0,0.0,0.003985867607971445,0.002545842671881314,,
