name,ticker,experiment,feature_family,split,class_label,class_name,feature,mean_abs_shap,mean_shap
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,test,overall,overall,soxx_t_minus_3,0.021052340045571327,
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,test,overall,overall,soxx_t_minus_5,0.12151288986206055,
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,nasdaq_t_minus_1,0.10401184856891632,0.10401184856891632
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,sox_t_minus_1,0.004658253863453865,-0.004383524414151907
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,vix_t_minus_1,0.03625470772385597,0.018404951319098473
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_rate_t_minus_1,0.10475393384695053,0.10475393384695053
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,usd_krw_t_minus_1,0.032382287085056305,-0.03234304115176201
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,nasdaq_t_minus_3,0.039785705506801605,-0.03851015865802765
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,sox_t_minus_3,0.1228153333067894,0.12102305889129639
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,vix_t_minus_3,0.021130355075001717,-0.012662973254919052
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_rate_t_minus_3,0.005654328502714634,-0.005654328502714634
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,usd_krw_t_minus_3,0.04048823565244675,0.04037598893046379
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,nasdaq_t_minus_5,0.022748077288269997,-0.02266344055533409
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,sox_t_minus_5,0.36436817049980164,0.36436817049980164
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,vix_t_minus_5,0.028278591111302376,-0.019368503242731094
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_rate_t_minus_5,0.16017688810825348,0.16017688810825348
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,usd_krw_t_minus_5,0.04572845250368118,-0.04572845250368118
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_treasury_fred_t_minus_1,0.5799310207366943,-0.5799310207366943
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_treasury_fred_t_minus_3,0.3698953688144684,-0.3698953688144684
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_treasury_fred_t_minus_5,0.13508224487304688,0.13508224487304688
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_2y_treasury_fred_t_minus_1,0.09079016745090485,0.09079016745090485
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_2y_treasury_fred_t_minus_3,0.1145607978105545,0.11199964582920074
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_2y_treasury_fred_t_minus_5,0.32231196761131287,0.32231196761131287
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_2y_spread_t_minus_1,0.022994190454483032,0.011664856225252151
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_2y_spread_t_minus_3,0.053031306713819504,-0.03977859392762184
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,us_10y_2y_spread_t_minus_5,0.005958945956081152,-0.0041283247992396355
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,broad_dollar_index_t_minus_1,0.035837918519973755,-0.033927273005247116
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,broad_dollar_index_t_minus_3,0.08204247802495956,-0.0819660946726799
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,broad_dollar_index_t_minus_5,0.036289747804403305,0.036289747804403305
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,smh_t_minus_1,0.07550665736198425,0.07550665736198425
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,smh_t_minus_3,0.16767239570617676,0.16767239570617676
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,smh_t_minus_5,0.0170583575963974,0.011517420411109924
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,soxx_t_minus_1,0.08478235453367233,0.08478235453367233
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,soxx_t_minus_3,0.02885151468217373,0.02885151468217373
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,0,down,soxx_t_minus_5,0.09028486162424088,0.09028486162424088
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,nasdaq_t_minus_1,0.17262893915176392,0.17256495356559753
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,sox_t_minus_1,0.1077553853392601,0.1077553853392601
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,vix_t_minus_1,0.05868129804730415,-0.023903215304017067
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,us_rate_t_minus_1,0.013738642446696758,0.012515268288552761
